family,matrix,nv,ne,kind,ac_build_s,ac_solve_s,ac_tot_s,ac_its,ac_err,ac_fail,ac-s2m2_build_s,ac-s2m2_solve_s,ac-s2m2_tot_s,ac-s2m2_its,ac-s2m2_err,ac-s2m2_fail,cmg-v_build_s,cmg-v_solve_s,cmg-v_tot_s,cmg-v_its,cmg-v_err,cmg-v_fail,cmg-k_build_s,cmg-k_solve_s,cmg-k_tot_s,cmg-k_its,cmg-k_err,cmg-k_fail,cmg-k-elim_build_s,cmg-k-elim_solve_s,cmg-k-elim_tot_s,cmg-k-elim_its,cmg-k-elim_err,cmg-k-elim_fail
spielmanIPM,spielman.k400.low0.25.up1.0e-6.i3,21413602,64401604,lap,7.19171,2.51493,9.70665,5,3.16977e-09,0,12.8884,2.55966,15.4481,5,2.32485e-09,0,6.85065,67.4429,74.2936,46,7.56546e-09,0,6.99004,42.7779,49.768,36,9.48098e-09,0,10.4768,0.356905,10.8337,1,3.80942e-14,0
spielmanIPM,spielman.k400.low0.25.up1.0e-6.i4,21413602,64401604,lap,7.30121,2.7518,10.053,5,1.2046e-11,0,13.0053,2.16775,15.173,4,4.15286e-10,0,6.80334,82.4732,89.2765,45,6.48791e-09,0,6.78453,44.4958,51.2803,37,7.48941e-09,0,9.66164,0.357412,10.0191,1,7.82266e-15,0
spielmanIPM,spielman.k400.low0.25.up1.0e-6.i5,21413602,64401604,lap,7.21558,2.51415,9.72973,5,5.7859e-10,0,13.0326,2.55967,15.5923,5,3.54781e-12,0,6.85065,68.8836,75.7342,47,7.78063e-09,0,7.00404,45.0805,52.0846,38,8.0763e-09,0,10.5314,0.356926,10.8884,1,3.83145e-14,0
spielmanIPM,spielman.k400.low0.25.up1.0e-6.i6,21413602,64401604,lap,7.22164,1.9833,9.20494,4,7.88997e-09,0,13.0261,2.04022,15.0663,4,9.0054e-11,0,6.83244,64.3924,71.2248,44,8.6849e-09,0,6.9754,43.3421,50.3175,35,6.836e-09,0,10.524,0.35687,10.8808,1,8.408e-15,0
spielmanIPM,spielman.k400.low0.25.up1.0e-6.i7,21413602,64401604,lap,7.22114,1.98425,9.20539,4,4.99619e-09,0,13.0148,2.0372,15.052,4,5.00026e-09,0,6.83299,64.3777,71.2107,44,9.12933e-09,0,6.96475,42.6414,49.6062,36,7.1581e-09,0,10.6177,0.357322,10.975,1,5.55439e-15,0
spielmanIPM,spielman.k400.low0.25.up1.0e-6.i8,21413602,64401604,lap,7.23867,1.98382,9.22249,4,1.31223e-09,0,13.2301,2.03319,15.2633,4,8.74381e-10,0,6.83897,68.7071,75.546,47,7.36194e-09,0,6.98653,43.332,50.3186,37,7.15047e-09,0,10.543,0.356821,10.8998,1,5.54544e-15,0
spielmanIPM,spielman.k400.low0.25.up1.0e-6.i9,21413602,64401604,lap,7.28408,2.51751,9.80158,5,1.35576e-10,0,13.0901,2.0371,15.1272,4,9.20719e-10,0,6.84184,65.8424,72.6842,45,6.68995e-09,0,6.97259,43.723,50.6955,36,7.15815e-09,0,10.5881,0.35717,10.9452,1,6.56175e-15,0
spielmanIPM,spielman.k400.low0.25.up1.0e-6.i10,21413602,64401604,lap,7.24733,1.98939,9.23672,4,6.38756e-09,0,13.1388,2.03868,15.1775,4,3.57477e-10,0,6.84588,65.8492,72.6951,45,8.13391e-09,0,6.96928,42.8574,49.8267,36,6.53577e-09,0,10.5659,0.356863,10.9228,1,7.58938e-15,0
spielmanIPM,spielman.k500.low0.25.up1.0e-6.i1,41792002,125627004,lap,14.1452,7.43809,21.5833,7,5.60065e-09,0,25.2597,6.33163,31.5913,6,7.63047e-09,0,12.7813,206.747,219.529,58,6.28525e-09,0,13.2914,158.425,171.716,54,9.83166e-09,0,19.607,0.701672,20.3087,328,2.24976e-10,0
spielmanIPM,spielman.k500.low0.25.up1.0e-6.i2,41792002,125627004,lap,13.6021,7.50612,21.1082,7,5.3068e-09,0,25.8873,6.613,32.5003,6,4.85694e-09,0,12.7804,160.672,173.453,46,8.2273e-09,0,13.3137,89.6059,102.92,35,7.4285e-09,0,20.7172,0.695347,21.4126,4,0.000372299,0
spielmanIPM,spielman.k500.low0.25.up1.0e-6.i3,41792002,125627004,lap,13.8723,6.44683,20.3191,6,1.38045e-10,0,26.0948,4.35717,30.452,4,1.00537e-10,0,12.7654,164.146,176.912,47,7.69886e-09,0,13.2831,97.2657,110.549,37,9.61082e-09,0,20.8059,0.695315,21.5012,4,0.000493278,0
spielmanIPM,spielman.k500.low0.25.up1.0e-6.i4,41792002,125627004,lap,13.8773,4.40494,18.2822,4,1.55784e-09,0,26.0308,4.35619,30.387,4,3.42154e-09,0,12.7703,153.576,166.347,44,7.99648e-09,0,13.3211,92.0978,105.419,35,8.45093e-09,0,20.8239,0.697416,21.5213,187,4.99602e-09,0
spielmanIPM,spielman.k500.low0.25.up1.0e-6.i5,41792002,125627004,lap,13.8252,4.40116,18.2264,4,3.52948e-09,0,25.8362,4.35477,30.1909,4,1.18419e-10,0,12.7672,153.136,165.903,44,8.66495e-09,0,13.3085,93.771,107.079,34,8.27523e-09,0,20.7695,0.697346,21.4669,188,1.6376e-09,0
spielmanIPM,spielman.k500.low0.25.up1.0e-6.i6,41792002,125627004,lap,13.8749,5.39356,19.2685,5,1.26207e-10,0,25.8545,4.35086,30.2054,4,1.61219e-09,0,12.7443,159.752,172.496,46,9.0894e-09,0,13.2833,100.538,113.821,36,5.08754e-09,0,20.9657,0.698033,21.6637,195,1.50273e-09,0
spielmanIPM,spielman.k500.low0.25.up1.0e-6.i7,41792002,125627004,lap,13.8409,4.39687,18.2377,4,3.33532e-09,0,26.0118,4.36244,30.3743,4,6.60343e-09,0,12.7439,156.4,169.144,45,7.13719e-09,0,13.2732,94.2155,107.489,34,8.95229e-09,0,20.9217,0.69575,21.6175,2,0.00324171,0
spielmanIPM,spielman.k500.low0.25.up1.0e-6.i8,41792002,125627004,lap,13.8054,4.39883,18.2042,4,9.09021e-09,0,25.7875,4.35025,30.1378,4,1.78274e-10,0,12.735,156.293,169.028,45,9.86198e-09,0,13.2746,95.3127,108.587,35,9.12399e-09,0,20.749,0.694339,21.4433,5,0.000912634,0
spielmanIPM,spielman.k500.low0.25.up1.0e-6.i9,41792002,125627004,lap,13.9822,5.39732,19.3796,5,1.37853e-10,0,26.1363,4.35413,30.4905,4,5.30886e-09,0,12.7587,163.253,176.012,47,9.04379e-09,0,13.2707,101.725,114.995,37,5.54872e-09,0,20.9601,0.695528,21.6556,4,0.00183878,0
spielmanIPM,spielman.k500.low0.25.up1.0e-6.i10,41792002,125627004,lap,13.8706,5.39408,19.2647,5,3.56962e-11,0,26.132,5.38034,31.5123,5,5.61061e-12,0,12.7728,163.331,176.104,47,8.81602e-09,0,13.2792,91.2449,104.524,36,8.35502e-09,0,20.9556,0.694829,21.6505,5,0.000281527,0
spielmanIPM,spielman.k600.low0.25.up1.0e-6.i1,72180402,216902404,lap,28.0957,12.6772,40.7729,7,4.74999e-09,0,40.1284,12.6492,52.7776,7,1.77658e-09,0,21.7597,357.98,379.74,64,7.39812e-09,0,22.4344,268.541,290.976,58,9.9152e-09,0,35.1288,1.21019,36.339,5,0.000323412,0
spielmanIPM,spielman.k600.low0.25.up1.0e-6.i2,72180402,216902404,lap,27.5418,14.0049,41.5467,8,1.196e-09,0,42.4614,10.8673,53.3288,6,4.54516e-09,0,21.8623,260.244,282.106,46,7.99825e-09,0,22.2522,135.624,157.876,37,8.04129e-09,0,33.8299,1.20867,35.0386,4,0.000327879,0
spielmanIPM,spielman.k600.low0.25.up1.0e-6.i3,72180402,216902404,lap,27.8718,10.4249,38.2968,6,3.55261e-11,0,43.5212,10.8542,54.3754,6,7.57598e-10,0,21.3954,265.623,287.018,47,6.77836e-09,0,22.2499,157.721,179.971,36,6.65425e-09,0,33.7844,1.21013,34.9946,3,0.0022726,0
spielmanIPM,spielman.k600.low0.25.up1.0e-6.i4,72180402,216902404,lap,28.0696,8.83081,36.9005,5,1.85546e-10,0,43.5358,7.16893,50.7047,4,1.0757e-09,0,26.8634,348.463,375.326,47,8.25866e-09,0,22.2277,149.424,171.652,36,8.09881e-09,0,45.5399,1.49097,47.0309,246,5.22218e-09,0
spielmanIPM,spielman.k600.low0.25.up1.0e-6.i5,72180402,216902404,lap,32.4306,9.47695,41.9076,4,8.24281e-09,0,57.4336,9.64463,67.0783,4,4.87714e-09,0,25.9411,356.989,382.93,46,9.82496e-09,0,28.1244,212.656,240.78,37,7.26769e-09,0,44.8695,1.2981,46.1676,2,0.00271482,0
spielmanIPM,spielman.k600.low0.25.up1.0e-6.i6,72180402,216902404,lap,33.1204,10.6339,43.7543,5,5.46234e-11,0,48.559,8.98897,57.548,4,5.34394e-09,0,26.902,343.615,370.517,45,9.61668e-09,0,26.3231,208.42,234.743,36,9.00166e-09,0,48.2434,1.53526,49.7786,193,4.23741e-09,0
spielmanIPM,spielman.k600.low0.25.up1.0e-6.i7,72180402,216902404,lap,33.9829,9.86665,43.8495,4,2.9909e-09,0,53.5521,9.9883,63.5404,4,5.71403e-10,0,27.3074,362.834,390.141,47,6.82029e-09,0,28.5823,195.147,223.729,38,7.32479e-09,0,42.063,1.386,43.449,4,0.000475234,0
spielmanIPM,spielman.k600.low0.25.up1.0e-6.i8,72180402,216902404,lap,35.4678,9.52908,44.9968,4,2.54921e-09,0,56.5307,9.06346,65.5942,4,2.36423e-10,0,23.9662,329.092,353.058,45,8.59316e-09,0,27.4501,204.199,231.649,37,8.2792e-09,0,39.4607,1.40082,40.8615,9,0.00425824,0
spielmanIPM,spielman.k600.low0.25.up1.0e-6.i9,72180402,216902404,lap,34.3227,8.73185,43.0545,4,5.41465e-09,0,50.9721,9.18011,60.1522,4,8.48803e-10,0,25.4661,329.964,355.43,45,8.60736e-09,0,26.9609,182.561,209.522,37,7.27316e-09,0,40.6621,1.35914,42.0212,7,0.0030688,0
spielmanIPM,spielman.k600.low0.25.up1.0e-6.i10,72180402,216902404,lap,34.64,8.84505,43.4851,4,3.76513e-09,0,51.4627,9.36917,60.8319,4,3.22971e-09,0,26.9293,335.224,362.153,46,8.20267e-09,0,28.0558,183.249,211.305,35,8.79495e-09,0,43.9339,1.3252,45.2591,135,3.32563e-09,0
spielmanIPM,spielman.k600.low0.25.up1.0e-6.i11,72180402,216902404,lap,29.967,8.28991,38.257,4,6.03343e-09,0,52.2544,8.54752,60.8019,4,6.9838e-09,0,26.1495,339.638,365.788,45,8.22211e-09,0,25.2747,208.526,233.801,34,8.14862e-09,0,42.5255,1.53968,44.0652,7,6.10704e-05,0
uni_chimera,"uni_chimera(n=10000, 103 samples)",10000,50860,lap,0.015033,0.0155778,0.0314121,20,6.21364e-09,0,0.0354102,0.014111,0.048933,16,5.26254e-09,0,0.00995493,0.036957,0.046242,29,7.63669e-09,0,0.0102611,0.031456,0.042161,29,7.6589e-09,0,0.0143912,0.024626,0.037596,24,6.66895e-09,0
uni_chimera,"uni_chimera(n=100000, 105 samples)",100000,631920,lap,0.314088,0.17563,0.487998,22,7.10311e-09,0,0.631597,0.157132,0.792661,17,5.55757e-09,0,0.0809929,0.464617,0.556969,32,8.25911e-09,0,0.0834022,0.395216,0.47053,30,7.90583e-09,0,0.129127,0.280603,0.401535,26,6.97538e-09,0
uni_chimera,"uni_chimera(n=1000000, 23 samples)",1000000,7382752,lap,4.72233,2.24068,6.64109,25,7.09398e-09,0,9.83164,1.89438,11.726,18,6.72122e-09,0,1.02992,4.95405,5.98397,34,8.3822e-09,0,1.03854,4.11824,5.23388,32,8.10024e-09,0,1.8702,2.50504,4.18371,28,7.13059e-09,0
uni_chimera,"uni_chimera(n=10000000, 8 samples)",10000000,60510273,lap,64.035,49.5648,107.159,27,8.1335e-09,0,160.01,45.9521,203.571,19,7.63587e-09,0,18.317,109.669,135.134,44.5,7.81239e-09,0,16.1655,90.3632,101.384,35,7.92389e-09,0,36.2048,55.4628,80.0027,26.5,6.56656e-09,0
uni_bndry_chimera,"uni_bndry_chimera(n=9545, 103 samples)",9545,46771,lap,0.010056,0.00644016,0.0160372,18,6.02952e-09,0,0.0169711,0.00586796,0.0220492,15,5.20532e-09,0,0.00552893,0.0145259,0.019984,25,7.24826e-09,0,0.00585008,0.012763,0.0183728,25,7.5948e-09,0,0.008425,0.00835299,0.0164392,22,5.84529e-09,0
uni_bndry_chimera,"uni_bndry_chimera(n=97872, 105 samples)",97872,607350,lap,0.269638,0.14806,0.415669,20,6.56805e-09,0,0.504524,0.133991,0.642072,16,5.70797e-09,0,0.116966,0.330388,0.44563,28,7.68986e-09,0,0.116973,0.310154,0.434899,27,7.3124e-09,0,0.160267,0.237126,0.367969,24,6.2792e-09,0
uni_bndry_chimera,"uni_bndry_chimera(n=990000, 23 samples)",990000,7245708,lap,4.49092,1.49557,5.90862,23,6.38037e-09,0,9.0074,1.46357,10.471,17,6.01551e-09,0,1.20836,3.50157,4.67638,31,7.58579e-09,0,1.22146,3.15029,4.03466,31,8.00819e-09,0,1.82872,2.11779,4.30248,27,6.59262e-09,0
uni_bndry_chimera,"uni_bndry_chimera(n=9953703, 8 samples)",9953703,59997346,lap,54.4998,42.8663,93.5244,26,8.34451e-09,0,103.978,36.8825,140.113,18.5,6.34153e-09,0,20.6386,93.0455,113.866,40,8.45719e-09,0,18.6556,70.764,85.3996,33.5,8.70805e-09,0,27.7076,46.6456,77.556,25,7.71206e-09,0
wted_chimera,"wted_chimera(n=10000, 103 samples)",10000,50860,lap,0.0082829,0.00667,0.0154002,17,5.8427e-09,0,0.017107,0.0062809,0.0240488,13,5.39015e-09,0,0.00616312,0.0133851,0.019964,23,7.42802e-09,0,0.00650382,0.012764,0.0191708,23,6.77805e-09,0,0.00852203,0.00925398,0.018894,20,5.69564e-09,0
wted_chimera,"wted_chimera(n=100000, 105 samples)",100000,631920,lap,0.315336,0.140507,0.442739,18,6.3491e-09,0,0.663657,0.134056,0.802754,14,4.76363e-09,0,0.085933,0.308236,0.403228,23,7.50978e-09,0,0.0863559,0.291711,0.392006,22,7.32906e-09,0,0.124246,0.244333,0.360843,20,6.30319e-09,0
wted_chimera,"wted_chimera(n=1000000, 23 samples)",1000000,7382752,lap,4.64766,1.87264,6.58755,23,6.88677e-09,0,9.25675,1.76471,11.0215,16,5.43118e-09,0,1.11536,3.11925,4.6814,25,7.72973e-09,0,1.21409,3.07947,4.50354,23,7.31485e-09,0,2.39272,2.80478,5.20953,22,5.52412e-09,0
wted_chimera,"wted_chimera(n=10000000, 8 samples)",10000000,60510273,lap,60.0789,40.7996,95.3758,26,7.86255e-09,0,124.991,36.2108,173.81,18,6.26421e-09,0,18.0855,64.5506,80.1269,28,8.52878e-09,0,18.5502,65.343,86.4312,27.5,7.16886e-09,0,32.5967,56.8914,80.3779,23,5.96265e-09,0
wted_bndry_chimera,"wted_bndry_chimera(n=9545, 103 samples)",9545,46771,lap,0.00913501,0.00513601,0.013968,15,5.74023e-09,0,0.0164759,0.00480604,0.0205519,13,5.23575e-09,0,0.00552511,0.0111742,0.0162971,22,6.85452e-09,0,0.00574589,0.0102122,0.0161102,22,7.2439e-09,0,0.00771809,0.00764894,0.015245,19,5.21196e-09,0
wted_bndry_chimera,"wted_bndry_chimera(n=97872, 105 samples)",97872,607350,lap,0.298151,0.115875,0.421231,16,5.76835e-09,0,0.46783,0.108613,0.576813,13,5.15259e-09,0,0.118983,0.263031,0.393089,22,6.84791e-09,0,0.11949,0.247348,0.37527,22,6.93968e-09,0,0.15471,0.212851,0.35647,20,5.8887e-09,0
wted_bndry_chimera,"wted_bndry_chimera(n=990000, 23 samples)",990000,7245708,lap,4.47756,1.27815,6.53334,20,7.02104e-09,0,8.83201,1.06488,10.6927,16,6.69237e-09,0,1.24827,2.58854,3.72551,24,7.89129e-09,0,1.40493,2.35569,3.72555,24,6.79044e-09,0,2.13889,2.07007,3.80364,22,5.46743e-09,0
wted_bndry_chimera,"wted_bndry_chimera(n=9953703, 8 samples)",9953703,59997346,lap,50.6784,34.6475,80.6788,24,7.78395e-09,0,92.3904,29.6785,118.102,18,5.9072e-09,0,17.1719,56.5384,74.2111,29,8.90278e-09,0,17.2273,50.2804,69.1792,24,6.33393e-09,0,28.5878,48.637,84.1793,23.5,6.45517e-09,0
